crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,contact_graph_1,contact_graph_2,contact_graph_3
1,0,0.288675134594813,0.362652634233333,-0.33802367846148,0.362652634233333,0.239326590728146,-0.137347365766667,-0.0493485438666666,3,3,3
2,1,0.25,0.0201478162379724,-0.247134323723174,-0.479852183762027,-0.247134319004972,-0.229852179675945,0.185878380528146,2,2,2
3,2,0.166666666666667,-0.498632116533333,0.0432384677299144,0.168034550133333,0.0432384650218343,-0.1652987832,0.0432384611482513,1,1,1
